year_film,decade_film,release_date,year_ceremony,ceremony,film,original_title,name,category,winner
1938,1930,1938-02-04,1939,11,The Goldwyn Follies,The Goldwyn Follies,Richard Day,ART DIRECTION,FALSE
1938,1930,1938-05-26,1939,11,Holiday,Holiday,"Stephen Goosson, Lionel Banks",ART DIRECTION,FALSE
1938,1930,1938-09-28,1939,11,If I Were King,If I Were King,"Hans Dreier, John Goodman",ART DIRECTION,FALSE
1938,1930,1938-02-27,1939,11,Mad about Music,Mad About Music,Jack Otterson,ART DIRECTION,FALSE
1938,1930,1938-08-26,1939,11,Marie Antoinette,Marie Antoinette,Cedric Gibbons,ART DIRECTION,FALSE
1938,1930,1938-03-04,1939,11,Merrily We Live,Merrily We Live,Charles D. Hall,ART DIRECTION,FALSE
1938,1930,1938-07-14,1939,11,Algiers,Algiers,James Wong Howe,CINEMATOGRAPHY,FALSE
1938,1930,1938-08-11,1939,11,Army Girl,Army Girl,"Ernest Miller, Harry Wild",CINEMATOGRAPHY,FALSE
1938,1930,1938-02-04,1939,11,The Buccaneer,The Buccaneer,Victor Milner,CINEMATOGRAPHY,FALSE
1938,1930,1938-11-04,1939,11,The Great Waltz,The Great Waltz,Joseph Ruttenberg,CINEMATOGRAPHY,TRUE
1938,1930,1938-03-26,1939,11,Jezebel,Jezebel,Ernest Haller,CINEMATOGRAPHY,FALSE
1938,1930,1938-02-27,1939,11,Mad about Music,Mad About Music,Joseph Valentine,CINEMATOGRAPHY,FALSE
1938,1930,1938-03-04,1939,11,Merrily We Live,Merrily We Live,Norbert Brodine,CINEMATOGRAPHY,FALSE
1938,1930,1938-10-28,1939,11,Suez,Suez,Peverell Marley,CINEMATOGRAPHY,FALSE
1938,1930,1938-05-13,1939,11,Vivacious Lady,Vivacious Lady,Robert de Grasse,CINEMATOGRAPHY,FALSE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,Joseph Walker,CINEMATOGRAPHY,FALSE
1938,1930,1938-07-06,1939,11,The Young in Heart,The Young in Heart,Leon Shamroy,CINEMATOGRAPHY,FALSE
1938,1930,1938-11-26,1939,11,Angels with Dirty Faces,Angels with Dirty Faces,Michael Curtiz,DIRECTING,FALSE
1938,1930,1938-09-08,1939,11,Boys Town,Boys Town,Norman Taurog,DIRECTING,FALSE
1938,1930,1938-10-29,1939,11,The Citadel,The Citadel,King Vidor,DIRECTING,FALSE
1938,1930,1938-08-09,1939,11,Four Daughters,Four Daughters,Michael Curtiz,DIRECTING,FALSE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,Frank Capra,DIRECTING,TRUE
1938,1930,1938-05-13,1939,11,The Adventures of Robin Hood,The Adventures of Robin Hood,Ralph Dawson,FILM EDITING,TRUE
1938,1930,1938-05-24,1939,11,Alexander's Ragtime Band,Alexander's Ragtime Band,Barbara McLean,FILM EDITING,FALSE
1938,1930,1938-11-04,1939,11,The Great Waltz,The Great Waltz,Tom Held,FILM EDITING,FALSE
1938,1930,1938-04-16,1939,11,Test Pilot,Test Pilot,Tom Held,FILM EDITING,FALSE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,Gene Havlick,FILM EDITING,FALSE
1938,1930,1938-05-13,1939,11,The Adventures of Robin Hood,The Adventures of Robin Hood,Erich Wolfgang Korngold,MUSIC (Original Score),TRUE
1938,1930,1938-08-11,1939,11,Army Girl,Army Girl,Victor Young,MUSIC (Original Score),FALSE
1938,1930,1938-08-19,1939,11,Block-Heads,Block-Heads,Marvin Hatley,MUSIC (Original Score),FALSE
1938,1930,1938-06-17,1939,11,Blockade,Blockade,Werner Janssen,MUSIC (Original Score),FALSE
1938,1930,1938-09-22,1939,11,Breaking the Ice,Breaking the Ice,Victor Young,MUSIC (Original Score),FALSE
1938,1930,1938-11-17,1939,11,The Cowboy and the Lady,The Cowboy and the Lady,Alfred Newman,MUSIC (Original Score),FALSE
1938,1930,1938-09-28,1939,11,If I Were King,If I Were King,Richard Hageman,MUSIC (Original Score),FALSE
1938,1930,1938-08-26,1939,11,Marie Antoinette,Marie Antoinette,Herbert Stothart,MUSIC (Original Score),FALSE
1939,1930,1939-01-06,1939,11,Pacific Liner,Pacific Liner,Russell Bennett,MUSIC (Original Score),FALSE
1938,1930,1938-10-28,1939,11,Suez,Suez,Louis Silvers,MUSIC (Original Score),FALSE
1938,1930,1938-07-06,1939,11,The Young in Heart,The Young in Heart,Franz Waxman,MUSIC (Original Score),FALSE
1938,1930,1938-05-24,1939,11,Alexander's Ragtime Band,Alexander's Ragtime Band,Alfred Newman,MUSIC (Scoring),TRUE
1938,1930,1938-09-02,1939,11,Carefree,Carefree,Victor Baravalle,MUSIC (Scoring),FALSE
1938,1930,1938-09-30,1939,11,Girls' School,Girls' School,"Morris Stoloff, Gregory Stone",MUSIC (Scoring),FALSE
1938,1930,1938-02-04,1939,11,The Goldwyn Follies,The Goldwyn Follies,Alfred Newman,MUSIC (Scoring),FALSE
1938,1930,1938-03-26,1939,11,Jezebel,Jezebel,Max Steiner,MUSIC (Scoring),FALSE
1938,1930,1938-02-27,1939,11,Mad about Music,Mad About Music,"Charles Previn, Frank Skinner",MUSIC (Scoring),FALSE
1938,1930,1938-11-14,1939,11,Storm over Bengal,Storm Over Bengal,Cy Feuer,MUSIC (Scoring),FALSE
1938,1930,1938-12-30,1939,11,Sweethearts,Sweethearts,Herbert Stothart,MUSIC (Scoring),FALSE
1938,1930,1938-10-14,1939,11,There Goes My Heart,There Goes My Heart,Marvin Hatley,MUSIC (Scoring),FALSE
1938,1930,1938-06-29,1939,11,Tropic Holiday,Tropic Holiday,Boris Morros,MUSIC (Scoring),FALSE
1938,1930,1938-07-06,1939,11,The Young in Heart,The Young in Heart,Franz Waxman,MUSIC (Scoring),FALSE
1938,1930,1938-01-21,1939,11,Mannequin,Mannequin,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,MUSIC (Song),FALSE
1938,1930,1938-09-02,1939,11,Carefree,Carefree,Music and Lyrics by Irving Berlin,MUSIC (Song),FALSE
1938,1930,1938-11-17,1939,11,The Cowboy and the Lady,The Cowboy and the Lady,Music by Lionel Newman; Lyrics by Arthur Quenzer,MUSIC (Song),FALSE
1938,1930,1938-04-20,1939,11,Under Western Stars,Under Western Stars,Music and Lyrics by Johnny Marvin,MUSIC (Song),FALSE
1938,1930,1938-12-31,1939,11,Going Places,Going Places,Music by Harry Warren; Lyrics by Johnny Mercer,MUSIC (Song),FALSE
1938,1930,1938-03-04,1939,11,Merrily We Live,Merrily We Live,Music by Phil Charig; Lyrics by Arthur Quenzer,MUSIC (Song),FALSE
1938,1930,1938-10-12,1939,11,The Lady Objects,The Lady Objects,Music by Ben Oakland; Lyrics by Oscar Hammerstein II,MUSIC (Song),FALSE
1938,1930,1938-10-06,1939,11,That Certain Age,That Certain Age,Music by Jimmy McHugh; Lyrics by Harold Adamson,MUSIC (Song),FALSE
1938,1930,1938-05-24,1939,11,Alexander's Ragtime Band,Alexander's Ragtime Band,Music and Lyrics by Irving Berlin,MUSIC (Song),FALSE
1938,1930,1938-02-11,1939,11,The Big Broadcast of 1938,The Big Broadcast of 1938,Music by Ralph Rainger; Lyrics by Leo Robin,MUSIC (Song),TRUE
1938,1930,1938-05-13,1939,11,The Adventures of Robin Hood,The Adventures of Robin Hood,Warner Bros.-First National,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-05-24,1939,11,Alexander's Ragtime Band,Alexander's Ragtime Band,20th Century-Fox,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-09-08,1939,11,Boys Town,Boys Town,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-10-29,1939,11,The Citadel,The Citadel,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-08-09,1939,11,Four Daughters,Four Daughters,Warner Bros.-First National,OUTSTANDING PRODUCTION,FALSE
1937,1930,1937-09-12,1939,11,Grand Illusion,La Grande Illusion,Realization D'Art Cinematographique,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-03-26,1939,11,Jezebel,Jezebel,Warner Bros.,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-03-03,1939,11,Pygmalion,Pygmalion,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-04-16,1939,11,Test Pilot,Test Pilot,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,Columbia,OUTSTANDING PRODUCTION,TRUE
1938,1930,1938-09-23,1939,11,Brave Little Tailor,Brave Little Tailor,"Walt Disney, Producer",SHORT SUBJECT (Cartoon),FALSE
1938,1930,1938-11-23,1939,11,Ferdinand the Bull,Ferdinand the Bull,"Walt Disney, Producer",SHORT SUBJECT (Cartoon),TRUE
1938,1930,1938-07-08,1939,11,Good Scouts,Good Scouts,"Walt Disney, Producer",SHORT SUBJECT (Cartoon),FALSE
1938,1930,1938-06-24,1939,11,Hunky and Spunky,Hunky and Spunky,Paramount,SHORT SUBJECT (Cartoon),FALSE
1938,1930,1938-12-23,1939,11,Mother Goose Goes Hollywood,Mother Goose Goes Hollywood,"Walt Disney, Producer",SHORT SUBJECT (Cartoon),FALSE
1938,1930,1938-12-31,1939,11,The Great Heart,The Great Heart,Metro-Goldwyn-Mayer,SHORT SUBJECT (One-reel),FALSE
1938,1930,1938-04-30,1939,11,That Mothers Might Live,That Mothers Might Live,Metro-Goldwyn-Mayer,SHORT SUBJECT (One-reel),TRUE
1938,1930,1938-12-31,1939,11,Timber Toppers,Timber Toppers,20th Century-Fox,SHORT SUBJECT (One-reel),FALSE
1938,1930,1938-11-26,1939,11,Declaration of Independence,The Declaration of Independence,Warner Bros.,SHORT SUBJECT (Two-reel),TRUE
1938,1930,1938-12-24,1939,11,Swingtime in the Movies,Swingtime in the Movies,Warner Bros.,SHORT SUBJECT (Two-reel),FALSE
1938,1930,1938-07-03,1939,11,They're Always Caught,They're Always Caught,Metro-Goldwyn-Mayer,SHORT SUBJECT (Two-reel),FALSE
1938,1930,1938-08-11,1939,11,Army Girl,Army Girl,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-11-17,1939,11,The Cowboy and the Lady,The Cowboy and the Lady,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",SOUND RECORDING,TRUE
1938,1930,1938-08-09,1939,11,Four Daughters,Four Daughters,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-09-28,1939,11,If I Were King,If I Were King,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-03-04,1939,11,Merrily We Live,Merrily We Live,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-10-28,1939,11,Suez,Suez,"20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-12-30,1939,11,Sweethearts,Sweethearts,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-10-06,1939,11,That Certain Age,That Certain Age,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-05-13,1939,11,Vivacious Lady,Vivacious Lady,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,"Columbia Studio Sound Department, John Livadary, Sound Director",SOUND RECORDING,FALSE
1938,1930,1938-05-24,1939,11,Alexander's Ragtime Band,Alexander's Ragtime Band,Irving Berlin,WRITING (Original Story),FALSE
1938,1930,1938-11-26,1939,11,Angels with Dirty Faces,Angels with Dirty Faces,Rowland Brown,WRITING (Original Story),FALSE
1938,1930,1938-06-17,1939,11,Blockade,Blockade,John Howard Lawson,WRITING (Original Story),FALSE
1938,1930,1938-09-08,1939,11,Boys Town,Boys Town,"Dore Schary, Eleanore Griffin",WRITING (Original Story),TRUE
1938,1930,1938-02-27,1939,11,Mad about Music,Mad About Music,"Marcella Burke, Frederick Kohner",WRITING (Original Story),FALSE
1938,1930,1938-04-16,1939,11,Test Pilot,Test Pilot,Frank Wead,WRITING (Original Story),FALSE
1938,1930,1938-09-08,1939,11,Boys Town,Boys Town,"John Meehan, Dore Schary",WRITING (Screenplay),FALSE
1938,1930,1938-10-29,1939,11,The Citadel,The Citadel,"Ian Dalrymple, Frank Wead, Elizabeth Hill",WRITING (Screenplay),FALSE
1938,1930,1938-08-09,1939,11,Four Daughters,Four Daughters,"Julius J. Epstein, Lenore Coffee",WRITING (Screenplay),FALSE
1939,1930,1939-03-03,1939,11,Pygmalion,Pygmalion,"Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple",WRITING (Screenplay),TRUE
1938,1930,1938-09-01,1939,11,You Can't Take It with You,You Can't Take It with You,Robert Riskin,WRITING (Screenplay),FALSE
1938,1930,NA,1939,11,NA,NA,Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,Harry M. Warner in recognition of patriotic service in the production of historical short subjects presenting significant episodes in the early struggle of the American people for liberty.,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,Walt Disney for Snow White and the Seven Dwarfs,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,For outstanding achievement in creating Special Photographic and Sound Effects in the Paramount production,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,J. Arthur Ball for his outstanding contributions to the advancement of color in Motion Picture Photography.,SPECIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,Samuel Goldwyn,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1938,1930,NA,1939,11,NA,NA,Joe Pasternak,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1938,1930,NA,1939,11,NA,NA,David O. Selznick,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1938,1930,NA,1939,11,NA,NA,Hunt Stromberg,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1938,1930,NA,1939,11,NA,NA,Hal B. Wallis,IRVING G. THALBERG MEMORIAL AWARD,TRUE
1938,1930,NA,1939,11,NA,NA,Walter Wanger,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1938,1930,NA,1939,11,NA,NA,Darryl F. Zanuck,IRVING G. THALBERG MEMORIAL AWARD,FALSE
1939,1930,1939-07-28,1940,12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",Robert Donat,ACTOR,TRUE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Clark Gable,ACTOR,FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,Laurence Olivier,ACTOR,FALSE
1939,1930,1939-10-10,1940,12,Babes in Arms,Babes in Arms,Mickey Rooney,ACTOR,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,James Stewart,ACTOR,FALSE
1939,1930,1939-06-10,1940,12,Juarez,Juarez,Brian Aherne,ACTOR IN A SUPPORTING ROLE,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Harry Carey,ACTOR IN A SUPPORTING ROLE,FALSE
1939,1930,1939-07-24,1940,12,Beau Geste,Beau Geste,Brian Donlevy,ACTOR IN A SUPPORTING ROLE,FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,Thomas Mitchell,ACTOR IN A SUPPORTING ROLE,TRUE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Claude Rains,ACTOR IN A SUPPORTING ROLE,FALSE
1939,1930,1939-04-20,1940,12,Dark Victory,Dark Victory,Bette Davis,ACTRESS,FALSE
1939,1930,1939-04-07,1940,12,Love Affair,Love Affair,Irene Dunne,ACTRESS,FALSE
1939,1930,1939-11-23,1940,12,Ninotchka,Ninotchka,Greta Garbo,ACTRESS,FALSE
1939,1930,1939-07-28,1940,12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",Greer Garson,ACTRESS,FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Vivien Leigh,ACTRESS,TRUE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Olivia de Havilland,ACTRESS IN A SUPPORTING ROLE,FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,Geraldine Fitzgerald,ACTRESS IN A SUPPORTING ROLE,FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Hattie McDaniel,ACTRESS IN A SUPPORTING ROLE,TRUE
1939,1930,1939-11-10,1940,12,Drums along the Mohawk,Drums Along the Mohawk,Edna May Oliver,ACTRESS IN A SUPPORTING ROLE,FALSE
1939,1930,1939-04-07,1940,12,Love Affair,Love Affair,Maria Ouspenskaya,ACTRESS IN A SUPPORTING ROLE,FALSE
1939,1930,1939-07-24,1940,12,Beau Geste,Beau Geste,"Hans Dreier, Robert Odell",ART DIRECTION,FALSE
1939,1930,1939-05-26,1940,12,Captain Fury,Captain Fury,Charles D. Hall,ART DIRECTION,FALSE
1939,1930,1939-11-10,1940,12,First Love,First Love,"Jack Otterson, Martin Obzina",ART DIRECTION,FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Lyle Wheeler,ART DIRECTION,TRUE
1939,1930,1939-04-07,1940,12,Love Affair,Love Affair,"Van Nest Polglase, Al Herman",ART DIRECTION,FALSE
1939,1930,1939-05-15,1940,12,Man of Conquest,Man of Conquest,John Victor Mackay,ART DIRECTION,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Lionel Banks,ART DIRECTION,FALSE
1939,1930,1939-11-11,1940,12,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,Anton Grot,ART DIRECTION,FALSE
1939,1930,1939-09-15,1940,12,The Rains Came,The Rains Came,"William Darling, George Dudley",ART DIRECTION,FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,Alexander Toluboff,ART DIRECTION,FALSE
1939,1930,1939-08-25,1940,12,The Wizard of Oz,The Wizard of Oz,"Cedric Gibbons, William A. Horning",ART DIRECTION,FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,James Basevi,ART DIRECTION,FALSE
1939,1930,1939-11-10,1940,12,First Love,First Love,Joseph Valentine,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-12-29,1940,12,The Great Victor Herbert,The Great Victor Herbert,Victor Milner,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-01-26,1940,12,Gunga Din,Gunga Din,Joseph H. August,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-10-06,1940,12,Intermezzo,Intermezzo: A Love Story,Gregg Toland,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-06-10,1940,12,Juarez,Juarez,Tony Gaudio,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-08-11,1940,12,Lady of the Tropics,Lady of the Tropics,George Folsey,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-12-24,1940,12,Of Mice and Men,Of Mice and Men,Norbert Brodine,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-05-15,1940,12,Only Angels Have Wings,Only Angels Have Wings,Joseph Walker,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-09-15,1940,12,The Rains Came,The Rains Came,Arthur Miller,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,Bert Glennon,CINEMATOGRAPHY (Black-and-White),FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,Gregg Toland,CINEMATOGRAPHY (Black-and-White),TRUE
1939,1930,1939-11-10,1940,12,Drums along the Mohawk,Drums Along the Mohawk,"Ray Rennahan, Bert Glennon",CINEMATOGRAPHY (Color),FALSE
1939,1930,1939-04-20,1940,12,Four Feathers,The Four Feathers,"Georges Perinal, Osmond Borradaile",CINEMATOGRAPHY (Color),FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,"Ernest Haller, Ray Rennahan",CINEMATOGRAPHY (Color),TRUE
1939,1930,1939-05-01,1940,12,The Mikado,The Mikado,"William V. Skall, Bernard Knowles",CINEMATOGRAPHY (Color),FALSE
1939,1930,1939-11-11,1940,12,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,"Sol Polito, W. Howard Greene",CINEMATOGRAPHY (Color),FALSE
1939,1930,1939-08-25,1940,12,The Wizard of Oz,The Wizard of Oz,Hal Rosson,CINEMATOGRAPHY (Color),FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Victor Fleming,DIRECTING,TRUE
1939,1930,1939-07-28,1940,12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",Sam Wood,DIRECTING,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Frank Capra,DIRECTING,FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,John Ford,DIRECTING,FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,William Wyler,DIRECTING,FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,"Hal C. Kern, James E. Newcom",FILM EDITING,TRUE
1939,1930,1939-07-28,1940,12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",Charles Frend,FILM EDITING,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,"Gene Havlick, Al Clark",FILM EDITING,FALSE
1939,1930,1939-09-15,1940,12,The Rains Came,The Rains Came,Barbara McLean,FILM EDITING,FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,"Otho Lovering, Dorothy Spencer",FILM EDITING,FALSE
1939,1930,1939-04-20,1940,12,Dark Victory,Dark Victory,Max Steiner,MUSIC (Original Score),FALSE
1939,1930,1939-10-07,1940,12,Eternally Yours,Eternally Yours,Werner Janssen,MUSIC (Original Score),FALSE
1939,1930,1939-09-05,1940,12,Golden Boy,Golden Boy,Victor Young,MUSIC (Original Score),FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Max Steiner,MUSIC (Original Score),FALSE
1939,1930,1939-12-22,1940,12,Gulliver's Travels,Gulliver's Travels,Victor Young,MUSIC (Original Score),FALSE
1939,1930,1939-07-13,1940,12,The Man in the Iron Mask,The Man in the Iron Mask,"Lud Gluskin, Lucien Moraweck",MUSIC (Original Score),FALSE
1939,1930,1939-05-15,1940,12,Man of Conquest,Man of Conquest,Victor Young,MUSIC (Original Score),FALSE
1939,1930,1939-08-31,1940,12,Nurse Edith Cavell,Nurse Edith Cavell,Anthony Collins,MUSIC (Original Score),FALSE
1939,1930,1939-12-24,1940,12,Of Mice and Men,Of Mice and Men,Aaron Copland,MUSIC (Original Score),FALSE
1939,1930,1939-09-15,1940,12,The Rains Came,The Rains Came,Alfred Newman,MUSIC (Original Score),FALSE
1939,1930,1939-08-25,1940,12,The Wizard of Oz,The Wizard of Oz,Herbert Stothart,MUSIC (Original Score),TRUE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,Alfred Newman,MUSIC (Original Score),FALSE
1939,1930,1939-10-10,1940,12,Babes in Arms,Babes in Arms,"George E. Stoll, Roger Edens",MUSIC (Scoring),FALSE
1939,1930,1939-11-10,1940,12,First Love,First Love,Charles Previn,MUSIC (Scoring),FALSE
1939,1930,1939-12-29,1940,12,The Great Victor Herbert,The Great Victor Herbert,"Phil Boutelje, Arthur Lange",MUSIC (Scoring),FALSE
1939,1930,1939-12-29,1940,12,The Hunchback of Notre Dame,The Hunchback of Notre Dame,Alfred Newman,MUSIC (Scoring),FALSE
1939,1930,1939-10-06,1940,12,Intermezzo,Intermezzo: A Love Story,Lou Forbes,MUSIC (Scoring),FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Dimitri Tiomkin,MUSIC (Scoring),FALSE
1939,1930,1939-12-24,1940,12,Of Mice and Men,Of Mice and Men,Aaron Copland,MUSIC (Scoring),FALSE
1939,1930,1939-11-11,1940,12,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,Erich Wolfgang Korngold,MUSIC (Scoring),FALSE
1939,1930,1939-07-11,1940,12,She Married a Cop,She Married a Cop,Cy Feuer,MUSIC (Scoring),FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,"Richard Hageman, Frank Harling, John Leipold, Leo Shuken",MUSIC (Scoring),TRUE
1939,1930,1939-12-29,1940,12,Swanee River,Swanee River,Louis Silvers,MUSIC (Scoring),FALSE
1939,1930,1939-08-18,1940,12,They Shall Have Music,They Shall Have Music,Alfred Newman,MUSIC (Scoring),FALSE
1939,1930,1939-07-21,1940,12,Way Down South,Way Down South,Victor Young,MUSIC (Scoring),FALSE
1939,1930,1939-12-22,1940,12,Gulliver's Travels,Gulliver's Travels,Music by Ralph Rainger; Lyrics by Leo Robin,MUSIC (Song),FALSE
1939,1930,1939-06-30,1940,12,Second Fiddle,Second Fiddle,Music and Lyrics by Irving Berlin,MUSIC (Song),FALSE
1939,1930,1939-08-25,1940,12,The Wizard of Oz,The Wizard of Oz,Music by Harold Arlen; Lyrics by E. Y. Harburg,MUSIC (Song),TRUE
1939,1930,1939-04-07,1940,12,Love Affair,Love Affair,Music and Lyrics by Buddy de Sylva,MUSIC (Song),FALSE
1939,1930,1939-04-20,1940,12,Dark Victory,Dark Victory,Warner Bros.-First National,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-12-15,1940,12,Gone with the Wind,Gone with the Wind,Selznick International Pictures,OUTSTANDING PRODUCTION,TRUE
1939,1930,1939-07-28,1940,12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-04-07,1940,12,Love Affair,Love Affair,RKO Radio,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-10-19,1940,12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Columbia,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-11-23,1940,12,Ninotchka,Ninotchka,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-12-24,1940,12,Of Mice and Men,Of Mice and Men,Hal Roach (production company),OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-03-02,1940,12,Stagecoach,Stagecoach,Walter Wanger (production company),OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-08-25,1940,12,The Wizard of Oz,The Wizard of Oz,Metro-Goldwyn-Mayer,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-04-07,1940,12,Wuthering Heights,Wuthering Heights,Samuel Goldwyn Productions,OUTSTANDING PRODUCTION,FALSE
1939,1930,1939-08-23,1940,12,Detouring America,Detouring America,Warner Bros.,SHORT SUBJECT (Cartoon),FALSE
1939,1930,1939-12-09,1940,12,Peace on Earth,Peace on Earth,Metro-Goldwyn-Mayer,SHORT SUBJECT (Cartoon),FALSE
